estimate_id,customer_id,service_id,estimate_date,quoted_revenue,quoted_labor_hours,quoted_material_cost,estimate_status,won_date
51216,295,7,2026-05-04,7976.73,80.77,2841.2,Won,2026-05-05
51217,295,6,2025-08-23,3627.77,39.49,1063.33,Expired,
51218,295,7,2025-09-18,7438.54,79.34,2573.09,Won,2025-09-22
51219,296,10,2026-08-10,1739.28,19.38,525.18,Expired,
51220,296,9,2026-04-19,448.77,4.2,109.41,Expired,
51221,296,7,2026-05-10,5494.62,58.51,2098.86,Won,2026-05-14
51222,297,5,2025-11-11,599.94,7.98,68.14,Won,2025-11-14
51223,297,6,2025-06-10,4914.62,51.13,1851.98,Lost,
51224,297,5,2025-11-03,538.43,6.97,59.74,Won,2025-11-08
51225,297,3,2026-08-16,963.69,12.38,229.81,Won,2026-08-21
51226,297,10,2025-03-14,5249.24,54.76,1980.27,Lost,
51227,298,4,2025-09-14,303.53,3.55,60.78,Won,2025-09-20
51228,298,6,2025-10-21,2631.83,27.78,876.17,Won,2025-10-25
51229,298,5,2025-11-06,277.35,3.46,31.37,Won,2025-11-08
51230,298,5,2025-01-07,246.82,3.51,25.64,Lost,
51231,298,8,2025-07-28,371.42,3.96,53.95,Won,2025-08-04
51232,299,4,2026-06-21,351.63,3.85,67.07,Won,2026-06-28
51233,299,3,2025-05-18,513.2,6.63,165.18,Lost,
51234,299,6,2026-05-01,2602.08,24.85,1134.01,Lost,
51235,301,8,2026-06-02,606.88,6.57,85.16,Won,2026-06-04
51236,301,5,2025-10-02,445.7,6.48,42.28,Won,2025-10-05
51237,301,4,2026-08-22,722.87,8.63,123.94,Lost,
51238,302,10,2025-09-30,4402.31,39.16,1521.93,Won,2025-10-03
51239,302,10,2025-04-29,3391.86,38.32,1320.2,Expired,
51240,302,4,2025-07-19,744.68,8.12,165.22,Lost,
51241,302,8,2026-05-03,1283.06,13.09,155.37,Won,2026-05-10
51242,303,6,2026-03-06,3126.26,29.44,948.35,Lost,
51243,304,3,2025-06-15,904.0,11.23,263.91,Won,2025-06-16
51244,304,6,2025-05-22,5240.09,50.09,2003.82,Lost,
51245,304,10,2025-09-02,5018.79,49.55,1673.86,Expired,
51246,304,5,2025-12-26,633.78,7.28,60.56,Won,2025-12-28
51247,304,8,2026-02-23,1040.93,11.8,140.23,Won,2026-02-24
51248,305,7,2025-04-30,8458.82,72.86,3241.74,Lost,
51249,305,9,2025-08-26,289.02,2.59,90.13,Won,2025-08-28
51250,305,3,2025-06-20,532.55,6.75,133.95,Expired,
51251,305,6,2025-06-22,2579.54,24.55,969.21,Won,2025-06-29
51252,306,5,2026-04-29,310.06,3.77,26.95,Lost,
51253,306,8,2025-08-31,353.51,4.36,44.28,Expired,
51254,306,8,2026-04-24,407.32,4.52,59.91,Won,2026-05-01
51255,306,8,2025-03-20,475.99,5.35,65.34,Won,2025-03-25
51256,307,3,2025-10-19,925.39,11.65,292.74,Won,2025-10-22
51257,307,4,2025-11-21,353.25,4.48,71.23,Won,2025-11-22
51258,307,8,2025-03-25,536.17,5.66,76.66,Expired,
51259,307,8,2025-08-23,412.95,4.55,60.83,Won,2025-08-24
51260,308,6,2025-06-19,2954.7,29.25,1033.56,Won,2025-06-25
51261,308,10,2026-01-20,2638.1,27.4,929.16,Won,2026-01-24
51262,308,3,2025-04-25,711.84,8.42,184.38,Expired,
51263,308,10,2025-07-23,2271.02,23.88,699.08,Expired,
51264,308,8,2025-06-27,390.6,3.97,47.43,Won,2025-06-29
51265,308,3,2025-10-01,622.54,8.92,175.1,Lost,
51266,308,7,2026-08-16,6402.57,56.58,2750.41,Won,2026-08-22
51267,309,10,2025-02-21,1486.69,16.51,546.83,Lost,
51268,309,4,2025-09-13,377.07,3.95,65.65,Won,2025-09-18
51269,309,9,2026-07-09,229.33,1.98,69.38,Expired,
51270,309,9,2026-05-17,236.4,2.19,73.11,Won,2026-05-24
51271,310,6,2025-07-24,2864.86,30.86,999.68,Expired,
51272,310,7,2026-08-04,6704.84,57.47,2345.26,Won,2026-08-06
51273,310,6,2025-03-11,3396.82,35.12,1194.62,Won,2025-03-15
51274,310,9,2025-12-29,299.31,2.59,82.26,Expired,
51275,311,10,2026-07-06,3992.56,40.52,1144.51,Lost,
51276,312,8,2026-04-09,1177.4,11.8,164.32,Won,2026-04-11
51277,312,5,2025-11-10,858.18,7.7,82.59,Won,2025-11-15
51278,312,6,2025-07-21,7546.89,68.62,2487.41,Lost,
51279,312,6,2025-01-09,6799.3,57.63,2688.89,Won,2025-01-12
51280,312,9,2026-07-15,711.45,6.56,187.24,Won,2026-07-17
51281,313,5,2025-10-19,413.66,4.54,48.63,Won,2025-10-22
51282,313,7,2025-04-07,11474.53,94.06,3906.12,Expired,
51283,313,6,2025-10-01,5922.46,63.12,1939.48,Won,2025-10-07
51284,313,10,2025-07-11,4162.68,50.47,1613.53,Won,2025-07-15
51285,313,7,2026-08-28,10541.57,86.21,3948.15,Expired,
51286,314,3,2026-02-09,831.01,10.71,221.54,Expired,
51287,314,8,2026-05-23,553.54,5.78,69.1,Lost,
51288,314,9,2025-06-06,426.18,4.11,111.67,Lost,
51289,314,10,2026-03-12,1687.91,18.89,565.11,Won,2026-03-19
51290,314,10,2026-08-31,4458.11,49.64,1734.57,Won,2026-09-01
51291,314,10,2026-05-20,2854.18,35.75,1003.54,Won,2026-05-25
51292,315,8,2026-05-20,555.64,7.6,72.36,Won,2026-05-26
51293,315,10,2025-04-27,2002.35,23.01,734.18,Won,2025-05-04
51294,315,5,2025-12-11,229.55,2.85,22.05,Won,2025-12-18
51295,315,3,2025-05-09,461.04,5.76,107.4,Won,2025-05-13
51296,315,3,2025-04-01,419.32,4.8,124.04,Won,2025-04-03
51297,315,10,2025-04-22,1856.04,21.02,702.34,Won,2025-04-24
51298,315,10,2026-05-29,1997.07,18.52,664.29,Won,2026-06-01
51299,315,10,2025-03-08,1846.0,21.55,649.09,Won,2025-03-10
51300,316,5,2025-11-02,488.34,5.81,55.26,Lost,
51301,316,7,2026-04-24,9734.02,88.37,3992.7,Lost,
51302,316,3,2026-03-17,690.96,8.89,167.6,Lost,
51303,316,10,2026-07-12,4584.72,50.33,1865.43,Won,2026-07-15
51304,316,10,2025-07-23,4192.94,46.38,1430.29,Lost,
51305,317,10,2026-06-18,3320.85,34.08,1241.24,Lost,
51306,317,10,2025-07-05,2188.11,22.02,732.99,Lost,
51307,318,4,2025-10-04,411.23,4.35,91.91,Won,2025-10-09
51308,318,6,2025-07-11,2775.03,25.69,969.6,Expired,
51309,318,4,2026-05-04,449.08,5.88,93.39,Lost,
51310,318,8,2025-04-14,333.75,3.91,41.56,Won,2025-04-20
51311,319,7,2025-11-11,6826.42,67.55,2405.08,Lost,
51312,320,3,2025-06-09,659.45,9.26,166.3,Expired,
51313,320,3,2025-10-30,883.13,9.61,231.43,Won,2025-11-04
51314,320,10,2026-07-12,3069.01,28.02,1203.98,Lost,
51315,321,5,2025-11-26,317.17,3.56,31.5,Won,2025-11-30
51316,322,10,2025-08-23,4595.24,43.89,1450.72,Lost,
51317,322,6,2026-05-06,5841.27,58.38,1955.4,Won,2026-05-13
51318,322,6,2026-04-26,8015.04,79.34,2851.27,Lost,
51319,322,3,2026-03-22,937.96,12.22,262.56,Won,2026-03-29
51320,323,10,2026-02-15,3002.91,29.56,1102.38,Won,2026-02-16
51321,323,8,2026-01-16,487.4,5.55,58.85,Won,2026-01-21
51322,323,5,2025-12-05,360.91,4.59,37.3,Won,2025-12-06
51323,323,6,2026-02-17,3231.24,37.76,1387.73,Won,2026-02-23
51324,323,3,2025-07-29,903.99,12.76,206.31,Won,2025-08-03
51325,323,10,2025-09-10,1981.87,21.82,684.9,Won,2025-09-15
51326,323,10,2025-04-09,2918.48,31.57,1269.69,Lost,
51327,323,3,2025-11-18,567.29,6.81,151.26,Won,2025-11-21
51328,324,10,2025-03-26,2390.66,26.12,903.52,Lost,
51329,324,9,2025-05-06,195.87,1.83,53.06,Won,2025-05-08
51330,324,6,2025-04-30,4323.89,45.07,1506.57,Lost,
51331,324,6,2025-03-10,3240.57,33.15,1240.99,Won,2025-03-16
51332,325,8,2025-10-03,489.48,6.22,51.04,Won,2025-10-10
51333,325,3,2025-05-07,487.51,6.61,148.91,Won,2025-05-08
51334,326,7,2026-07-05,5792.82,52.27,2220.63,Lost,
51335,326,4,2026-08-13,364.27,3.68,85.75,Lost,
51336,326,4,2025-11-26,366.25,4.76,72.49,Won,2025-11-28
51337,326,7,2026-04-03,7518.78,71.03,2997.28,Won,2026-04-07
51338,326,3,2025-05-09,621.05,8.21,171.25,Won,2025-05-11
51339,327,4,2026-08-18,1046.94,11.99,218.62,Won,2026-08-23
51340,327,3,2025-05-23,964.99,11.86,313.81,Expired,
51341,327,5,2025-11-25,440.77,4.88,40.19,Expired,
51342,327,8,2025-08-24,910.47,10.92,123.36,Lost,
51343,327,10,2025-05-01,4591.26,50.92,1360.0,Won,2025-05-02
51344,328,8,2025-01-18,492.65,5.77,69.84,Won,2025-01-21
51345,328,9,2025-09-13,249.15,2.45,80.15,Won,2025-09-20
51346,329,4,2026-07-25,571.74,7.4,130.21,Lost,
51347,329,9,2026-04-04,336.4,3.32,95.63,Won,2026-04-09
51348,329,6,2025-09-28,3243.17,33.22,1182.09,Expired,
51349,329,8,2026-08-09,748.15,8.12,97.97,Won,2026-08-10
51350,329,4,2026-04-28,345.61,3.75,81.11,Won,2026-05-02
51351,329,6,2026-08-01,2776.13,30.69,948.79,Won,2026-08-04
51352,329,10,2025-10-07,1963.7,21.72,756.35,Lost,
51353,329,4,2026-08-15,484.03,5.31,108.86,Won,2026-08-19
51354,329,10,2026-04-23,2391.66,30.36,767.3,Won,2026-04-29
51355,330,3,2025-05-10,565.94,8.6,123.52,Lost,
51356,330,6,2026-05-18,2830.61,27.37,1112.17,Lost,
51357,330,6,2025-08-27,2511.26,25.49,791.1,Expired,
51358,330,10,2025-05-19,1575.92,17.2,568.07,Won,2025-05-25
51359,330,8,2025-04-03,435.79,4.96,55.32,Won,2025-04-06
51360,331,5,2026-01-14,342.33,3.88,23.67,Won,2026-01-19
51361,331,8,2026-04-05,435.94,5.11,62.35,Won,2026-04-11
51362,332,3,2026-03-28,755.05,8.9,168.31,Won,2026-04-02
51363,333,5,2025-01-29,390.57,4.44,30.39,Won,2025-01-31
51364,333,7,2025-07-05,8361.74,90.72,3033.71,Won,2025-07-12
51365,333,3,2025-04-12,505.74,6.96,133.24,Lost,
51366,334,10,2026-04-20,2650.65,30.68,909.1,Lost,
51367,334,3,2026-02-21,516.94,6.44,132.62,Won,2026-02-25
51368,334,10,2026-08-10,1593.65,16.0,515.19,Lost,
51369,334,6,2025-05-14,3023.56,32.03,877.94,Won,2025-05-19
51370,335,8,2026-04-27,456.28,5.08,61.92,Won,2026-04-28
51371,335,7,2025-05-23,5704.13,56.29,2231.44,Lost,
51372,336,5,2025-12-01,412.62,5.31,38.74,Lost,
51373,336,6,2026-06-26,3190.5,33.47,1157.01,Expired,
51374,337,5,2025-12-01,592.3,7.59,52.87,Expired,
51375,337,10,2026-08-24,5340.99,55.6,1541.85,Won,2026-08-27
51376,337,4,2025-09-22,695.49,7.59,156.42,Lost,
51377,337,10,2025-10-20,3785.74,40.96,1527.46,Won,2025-10-26
51378,337,6,2025-11-14,5579.02,47.25,1728.83,Lost,
51379,338,9,2026-04-30,219.04,2.1,58.63,Won,2026-05-06
51380,339,8,2025-07-18,571.92,5.8,79.97,Won,2025-07-22
51381,339,6,2025-03-30,3466.94,32.25,1314.07,Won,2025-04-06
51382,339,7,2025-09-19,6660.05,65.98,2350.99,Lost,
51383,339,5,2025-12-06,348.35,4.85,33.03,Won,2025-12-07
51384,339,5,2025-12-27,361.36,4.46,34.92,Won,2025-12-29
51385,339,9,2026-07-11,244.52,2.49,64.51,Won,2026-07-16
51386,339,9,2026-06-01,372.27,3.86,110.6,Lost,
51387,340,3,2025-03-13,616.25,7.74,165.35,Expired,
51388,340,4,2025-05-01,763.72,8.03,156.56,Expired,
51389,340,3,2026-04-05,676.64,9.32,193.43,Lost,
51390,340,10,2026-06-28,3836.37,37.3,1207.58,Expired,
51391,340,4,2026-07-11,523.72,6.4,115.94,Lost,
51392,341,10,2026-04-10,1737.09,24.05,449.13,Expired,
51393,341,10,2026-04-13,1882.46,20.79,681.34,Lost,
51394,341,3,2026-04-29,526.05,6.89,116.66,Won,2026-05-02
51395,341,6,2026-03-03,2810.1,31.24,1021.49,Won,2026-03-05
51396,341,10,2026-03-18,2122.17,25.92,685.7,Won,2026-03-19
51397,342,8,2025-07-07,363.09,4.26,54.81,Lost,
51398,342,4,2025-09-16,326.73,3.75,67.38,Won,2025-09-19
51399,342,10,2025-06-04,1784.76,20.59,584.2,Lost,
51400,342,7,2026-05-03,5266.43,59.25,2094.04,Won,2026-05-09
51401,342,5,2025-11-08,272.05,3.08,23.9,Lost,
51402,343,7,2026-06-30,6767.21,55.38,2572.21,Won,2026-07-01
51403,343,4,2026-08-02,535.41,6.26,127.97,Won,2026-08-06
51404,343,3,2025-03-04,645.6,8.64,185.62,Won,2025-03-08
51405,343,9,2025-05-15,430.1,4.75,119.64,Won,2025-05-20
51406,344,6,2026-06-19,3176.33,33.67,1178.43,Lost,
51407,344,3,2025-04-27,515.91,7.38,142.87,Lost,
51408,344,4,2025-09-13,410.75,5.13,95.44,Won,2025-09-18
51409,345,3,2025-03-13,357.88,4.79,93.45,Lost,
51410,345,9,2025-04-29,280.85,2.79,76.23,Won,2025-04-30
51411,345,10,2026-05-26,1910.36,24.8,571.25,Lost,
51412,345,8,2025-05-27,492.9,5.21,69.01,Won,2025-05-29
51413,345,3,2026-08-04,638.23,8.69,190.51,Lost,
51414,345,3,2025-05-30,593.0,8.22,172.83,Won,2025-06-03
51415,345,10,2025-06-14,1539.78,16.12,492.28,Lost,
51416,346,6,2025-06-27,3099.15,29.8,890.87,Lost,
51417,346,6,2025-06-17,3117.32,29.64,1445.58,Expired,
51418,346,8,2025-08-07,411.85,4.36,49.12,Won,2025-08-08
51419,346,6,2025-07-15,2134.63,21.76,860.11,Won,2025-07-17
51420,347,5,2025-12-07,363.05,5.09,36.99,Lost,
51421,347,3,2026-03-26,404.0,5.21,112.28,Won,2026-03-29
51422,348,3,2025-07-10,426.09,6.36,118.61,Won,2025-07-12
51423,348,6,2026-07-23,2565.06,26.6,981.85,Won,2026-07-30
51424,348,4,2025-09-23,390.53,4.24,74.8,Won,2025-09-24
51425,348,4,2026-05-09,352.13,4.46,74.06,Won,2026-05-11
51426,348,3,2025-03-09,662.25,7.78,173.7,Lost,
51427,349,3,2025-08-21,1103.92,13.43,289.83,Lost,
51428,349,10,2025-06-24,4681.3,55.53,1570.34,Lost,
51429,349,10,2026-03-24,6097.74,60.55,2066.56,Won,2026-03-26
51430,350,7,2026-03-01,5309.52,48.69,2152.86,Lost,
51431,350,4,2025-09-17,343.24,3.72,75.29,Lost,
51432,351,6,2025-07-25,3126.67,34.36,1241.2,Won,2025-07-27
51433,351,10,2026-08-12,1878.46,22.96,634.3,Won,2026-08-14
51434,351,4,2025-09-24,394.3,4.21,70.93,Won,2025-09-28
51435,351,5,2025-11-03,387.37,4.82,41.45,Won,2025-11-05
51436,351,4,2025-10-17,400.07,5.28,101.53,Lost,
51437,351,10,2025-05-16,1468.67,17.25,491.74,Expired,
51438,351,8,2025-04-01,444.7,5.48,50.22,Won,2025-04-02
51439,352,6,2026-05-13,7755.97,67.36,2917.42,Won,2026-05-19
51440,352,4,2026-05-19,562.58,6.4,125.01,Won,2026-05-21
51441,353,8,2026-07-25,367.21,4.04,60.63,Expired,
51442,353,4,2025-08-11,314.51,4.04,64.46,Won,2025-08-15
51443,353,9,2026-06-17,218.1,1.87,61.56,Lost,
51444,353,10,2025-08-12,2169.04,24.6,804.97,Lost,
51445,354,3,2025-02-10,614.19,7.03,141.71,Won,2025-02-11
51446,354,9,2025-07-03,306.48,2.68,74.57,Won,2025-07-05
51447,354,5,2025-12-20,208.93,2.69,20.1,Won,2025-12-23
51448,354,8,2025-04-30,589.57,6.62,70.17,Lost,
51449,354,4,2026-07-03,349.56,4.39,75.58,Lost,
51450,355,3,2025-05-28,707.56,8.32,195.97,Won,2025-06-01
51451,355,6,2026-08-10,2636.93,25.71,1034.26,Won,2026-08-14
51452,356,8,2026-05-08,413.96,5.27,51.87,Lost,
51453,356,10,2026-05-08,3163.16,33.42,1048.1,Lost,
51454,356,10,2026-02-08,2695.83,28.91,919.69,Won,2026-02-12
51455,357,8,2025-03-03,958.52,10.1,124.65,Expired,
51456,357,9,2026-07-22,337.45,3.45,84.85,Won,2026-07-29
51457,357,3,2026-04-16,641.84,8.25,187.95,Won,2026-04-22
51458,357,4,2025-04-16,471.99,5.39,99.48,Won,2025-04-20
51459,357,7,2026-06-25,5301.17,41.27,1893.64,Lost,
51460,358,4,2026-08-28,243.68,2.78,46.03,Won,2026-09-03
51461,358,10,2026-08-07,2487.45,26.42,1053.54,Lost,
51462,358,6,2025-08-10,2028.58,21.67,764.09,Expired,
51463,358,6,2025-07-05,2528.15,22.87,975.6,Lost,
51464,358,10,2025-04-18,2186.12,25.84,723.19,Won,2025-04-20
51465,358,10,2025-02-03,1530.03,17.42,544.91,Won,2025-02-06
51466,358,5,2025-10-15,230.83,2.57,21.14,Lost,
51467,358,3,2026-05-09,537.14,7.45,158.55,Won,2026-05-11
51468,359,8,2025-03-22,663.71,7.13,80.65,Won,2025-03-29
51469,359,9,2025-05-27,420.45,3.47,114.64,Won,2025-06-01
51470,359,3,2026-06-03,731.3,10.29,224.54,Lost,
51471,359,10,2025-09-26,3137.5,38.92,883.54,Won,2025-09-29
51472,359,3,2026-03-31,730.22,8.51,227.76,Won,2026-04-02
51473,359,9,2026-08-13,320.29,2.9,78.68,Won,2026-08-19
51474,360,5,2025-11-12,332.89,4.04,32.53,Expired,
51475,360,10,2026-08-27,1940.05,22.01,681.68,Won,2026-09-02
51476,360,3,2025-03-05,392.84,4.96,110.23,Expired,
51477,360,5,2026-07-18,314.16,3.86,33.16,Lost,
51478,361,10,2025-05-05,2132.38,22.7,623.67,Won,2025-05-12
51479,361,7,2025-09-23,6555.9,65.61,2442.13,Lost,
51480,361,8,2026-04-02,692.52,7.97,80.42,Lost,
51481,361,7,2025-04-20,5068.56,50.95,1883.71,Expired,
51482,361,7,2025-04-27,6452.63,62.86,2671.26,Expired,
51483,361,3,2025-03-26,431.43,5.87,138.41,Won,2025-03-31
51484,362,6,2025-08-04,3237.55,33.41,1275.07,Won,2025-08-06
51485,362,6,2026-05-03,4510.82,46.58,1511.58,Won,2026-05-06
51486,362,3,2025-05-02,450.18,6.14,124.37,Won,2025-05-06
51487,362,10,2025-12-07,2004.33,18.2,653.47,Won,2025-12-09
51488,364,6,2025-10-05,5752.11,60.66,2171.11,Won,2025-10-06
51489,364,10,2025-01-14,4116.6,54.83,1281.44,Lost,
51490,364,8,2025-08-12,843.28,10.1,104.68,Won,2025-08-18
51491,365,3,2026-02-12,543.93,7.69,179.86,Won,2026-02-15
51492,365,4,2025-08-27,324.25,4.03,69.43,Won,2025-09-02
51493,366,5,2025-10-21,483.03,6.41,43.38,Expired,
51494,366,10,2026-05-13,3113.08,36.7,1297.14,Lost,
51495,366,3,2026-04-02,598.71,7.63,144.21,Won,2026-04-05
51496,366,9,2026-04-11,335.86,3.15,85.25,Won,2026-04-13
51497,367,8,2026-01-18,434.66,4.33,57.34,Won,2026-01-25
51498,367,4,2026-08-18,416.08,5.07,87.8,Won,2026-08-23
51499,368,7,2026-05-16,3518.73,35.55,1432.99,Lost,
51500,368,3,2026-04-26,442.82,4.95,125.87,Expired,
51501,368,6,2026-03-18,3055.4,33.05,999.17,Won,2026-03-19
51502,368,3,2026-04-25,455.2,5.71,145.39,Expired,
51503,368,7,2025-11-02,6699.3,64.05,2360.27,Won,2025-11-05
51504,371,6,2025-09-04,2731.76,26.55,1035.36,Lost,
51505,371,3,2026-06-12,426.37,5.38,142.14,Won,2026-06-18
51506,371,8,2026-07-03,489.67,5.2,65.5,Won,2026-07-05
51507,371,5,2025-04-01,254.7,3.17,21.4,Won,2025-04-05
51508,371,4,2025-10-02,482.14,5.59,114.89,Lost,
51509,371,7,2025-08-15,5047.53,49.44,2178.28,Won,2025-08-19
51510,371,3,2025-06-27,552.54,7.62,173.62,Expired,
51511,371,4,2026-07-03,263.11,3.28,47.89,Lost,
51512,372,3,2026-05-15,910.74,10.61,251.4,Lost,
51513,372,10,2026-04-08,5203.17,61.98,1780.42,Lost,
51514,372,8,2025-07-14,1208.29,12.66,158.46,Won,2025-07-17
51515,372,8,2025-04-28,1127.45,12.47,162.55,Expired,
51516,372,3,2025-04-02,1123.24,14.04,322.99,Lost,
51517,372,10,2025-04-01,6391.72,76.79,2660.03,Lost,
51518,373,10,2025-11-25,1869.9,21.97,564.53,Won,2025-11-29
51519,373,3,2025-10-23,515.66,6.96,143.08,Won,2025-10-28
51520,373,3,2025-03-12,531.21,6.62,148.75,Won,2025-03-15
51521,373,10,2026-03-07,1752.01,18.18,538.28,Lost,
51522,373,4,2025-10-13,354.46,4.01,66.42,Won,2025-10-20
51523,373,10,2025-10-29,2062.69,24.64,648.36,Won,2025-10-30
51524,374,7,2025-07-18,9299.36,83.36,3852.91,Won,2025-07-23
51525,374,4,2025-10-22,586.89,7.83,126.42,Won,2025-10-26
51526,374,5,2025-12-14,474.24,6.12,41.7,Won,2025-12-17
51527,374,3,2026-08-04,740.49,8.19,260.35,Won,2026-08-06
51528,374,3,2026-08-19,686.08,7.63,196.8,Lost,
51529,374,4,2026-08-25,567.86,6.29,122.56,Won,2026-08-30
51530,374,6,2026-05-01,3723.62,38.86,1333.95,Lost,
51531,375,9,2026-05-10,236.15,2.04,69.46,Won,2026-05-17
51532,375,6,2026-01-21,3255.01,33.9,1249.73,Won,2026-01-24
51533,375,10,2026-05-28,2451.55,30.44,854.15,Lost,
51534,376,8,2026-06-03,518.54,5.61,63.49,Lost,
51535,376,7,2026-05-24,6145.79,65.81,2118.18,Expired,
51536,376,9,2026-08-13,390.07,3.35,91.63,Won,2026-08-18
51537,376,9,2026-07-12,363.16,3.83,88.24,Expired,
51538,376,6,2026-04-14,2772.27,30.46,1082.17,Lost,
51539,376,3,2025-03-06,706.06,8.67,240.05,Lost,
51540,376,10,2026-02-06,3250.58,31.22,954.65,Won,2026-02-12
51541,377,10,2025-10-06,2479.19,29.68,946.39,Lost,
51542,377,3,2025-08-19,791.12,7.98,234.8,Won,2025-08-24
51543,378,6,2025-07-16,5162.97,44.44,1616.03,Won,2025-07-19
51544,378,9,2025-06-26,345.53,3.3,90.66,Lost,
51545,378,7,2025-06-30,12247.6,116.75,4154.13,Won,2025-07-03
51546,378,6,2025-09-21,7139.59,61.77,2462.16,Lost,
51547,378,10,2026-06-20,4948.42,57.75,1700.91,Lost,
51548,378,4,2025-10-26,982.64,11.08,254.13,Lost,
51549,379,8,2025-06-13,374.46,4.47,36.17,Lost,
51550,379,3,2025-03-30,508.83,6.81,122.26,Won,2025-04-05
51551,380,3,2026-07-09,530.97,7.81,178.8,Won,2026-07-13
51552,381,4,2026-06-11,641.63,7.15,165.83,Lost,
51553,381,8,2026-03-27,593.75,7.03,80.44,Lost,
51554,381,3,2026-02-02,782.86,11.65,205.71,Lost,
51555,381,4,2025-02-27,517.02,6.13,105.88,Won,2025-03-04
51556,381,6,2025-08-23,3671.58,40.55,1353.49,Won,2025-08-25
51557,382,4,2026-08-27,471.05,4.87,102.39,Won,2026-09-02
51558,382,7,2025-10-07,10836.35,97.25,5128.19,Expired,
51559,382,4,2025-09-26,707.62,7.87,140.4,Lost,
51560,382,8,2026-08-18,672.39,8.11,86.36,Won,2026-08-19
51561,382,9,2025-02-27,389.72,3.97,104.33,Won,2025-03-06
51562,382,5,2025-12-23,575.32,7.8,44.72,Won,2025-12-30
51563,382,4,2025-09-02,498.82,5.61,118.39,Won,2025-09-05
51564,382,6,2025-06-27,4057.82,46.02,1350.26,Lost,
51565,383,10,2025-04-29,2186.65,24.91,757.58,Expired,
51566,383,5,2025-02-06,295.91,3.39,33.43,Won,2025-02-08
51567,383,9,2025-05-20,278.25,2.64,82.62,Expired,
51568,383,4,2025-10-09,278.26,3.55,70.96,Won,2025-10-12
51569,383,6,2026-05-02,2730.42,31.9,1056.46,Lost,
51570,383,10,2025-04-12,1641.58,14.56,572.63,Expired,
51571,384,3,2025-09-10,566.71,8.21,132.85,Won,2025-09-16
51572,384,9,2026-07-08,385.95,3.53,116.83,Won,2026-07-13
51573,385,4,2025-10-30,405.79,4.74,93.75,Won,2025-11-02
51574,385,8,2025-03-26,805.54,8.06,90.87,Lost,
51575,385,5,2025-12-24,470.63,5.38,44.74,Won,2025-12-29
51576,385,3,2025-05-22,928.92,12.68,274.14,Won,2025-05-29
51577,386,8,2026-05-30,361.85,4.21,48.79,Won,2026-06-04
51578,386,6,2026-08-29,3409.4,28.36,1230.32,Lost,
51579,387,7,2025-10-03,7061.75,64.71,2776.91,Lost,
51580,387,3,2025-01-08,681.44,7.87,189.68,Expired,
51581,387,10,2025-02-11,2398.77,27.95,723.5,Lost,
51582,387,10,2026-07-23,2447.43,29.32,758.87,Won,2026-07-27
51583,387,9,2026-05-03,341.32,3.53,91.41,Expired,
51584,387,10,2026-05-14,2940.62,33.77,934.9,Lost,
51585,387,6,2025-06-25,4135.02,41.54,1310.77,Lost,
51586,388,3,2025-09-26,530.47,6.71,133.92,Lost,
51587,388,3,2025-04-05,487.93,6.95,130.51,Won,2025-04-08
51588,388,5,2025-11-24,243.42,3.17,21.26,Won,2025-11-28
51589,388,7,2025-09-18,6678.78,63.55,2318.21,Won,2025-09-25
51590,388,5,2025-09-20,349.71,4.61,35.18,Won,2025-09-21
51591,389,5,2025-10-09,286.02,4.09,23.41,Won,2025-10-15
51592,389,4,2025-08-04,466.16,5.36,121.21,Won,2025-08-05
51593,389,8,2026-04-03,489.25,4.96,68.07,Won,2026-04-04
51594,389,10,2026-08-25,1841.53,19.73,543.8,Lost,
51595,389,8,2025-04-07,572.56,6.26,72.73,Won,2025-04-08
51596,390,4,2025-10-23,537.09,5.76,136.83,Expired,
51597,390,7,2025-09-06,5506.32,50.05,1888.02,Won,2025-09-09
51598,390,3,2025-04-29,602.57,7.79,207.56,Won,2025-05-04
51599,391,7,2025-04-06,8192.61,81.04,2937.77,Lost,
51600,391,6,2025-04-09,3417.13,35.33,1225.78,Lost,
51601,391,3,2025-06-05,803.15,10.78,184.21,Won,2025-06-10
51602,391,8,2025-12-09,706.11,8.28,87.65,Won,2025-12-11
51603,391,10,2026-07-13,2407.79,26.65,738.78,Lost,
51604,392,6,2025-04-06,3835.95,34.87,1205.19,Won,2025-04-09
51605,393,6,2025-06-04,2899.78,28.02,899.25,Lost,
51606,393,5,2025-11-23,327.88,4.02,26.5,Expired,
51607,393,6,2026-07-08,4703.38,48.28,1730.7,Won,2026-07-09
51608,393,4,2025-08-30,445.54,5.09,105.64,Won,2025-09-02
51609,393,6,2026-04-09,6253.81,63.78,1965.33,Won,2026-04-10
51610,393,3,2025-02-19,875.83,10.83,256.27,Won,2025-02-26
51611,394,4,2025-09-11,480.7,6.42,132.44,Won,2025-09-14
51612,394,3,2025-10-11,513.65,6.87,144.83,Won,2025-10-16
51613,394,10,2025-02-04,2913.78,34.12,915.87,Expired,
51614,394,7,2025-09-05,8347.74,77.19,3183.56,Won,2025-09-09
51615,394,10,2026-08-27,3429.97,40.9,1135.38,Won,2026-08-28
51616,394,6,2026-08-12,4231.86,44.15,1468.42,Won,2026-08-15
51617,394,5,2025-12-25,351.81,3.25,35.15,Lost,
51618,394,6,2026-06-12,4450.02,47.89,1553.56,Lost,
